id,fecha_movimiento,count_items,CATEGORY,tipo,COD,NUM,DET,costo_unitario,pvp_unitario,costo_total,pvp_total,utilidad_total,proveedor
4719,2023-12-23,1,plata,cadenas,CP,120,,3.145,11.5,3.145,11.5,8.355,FERNANDO JARA
4720,2023-12-23,2,plata,cadenas,CP,125,,2.96,13.8,5.92,27.6,21.68,SOLEDAD SAENZ
4721,2023-12-23,1,plata,cadenas,CP,140,,5.0,16.7,5.0,16.7,11.7,ANDRES CADAVID
4722,2023-12-23,1,plata,cadenas,CP,147,,26.0,68.7,26.0,68.7,42.7,ANDRES CADAVID
4723,2023-12-23,1,plata,collares,CLP,8,,11.5,36.7,11.5,36.7,25.200000000000003,CIRKON
4724,2023-12-23,4,plata,pulseras,PV,7,,1.5,4.5,6.0,18.0,12.0,ZULENIS
4725,2023-12-23,1,plata,pulseras,PV,12,,3.0,6.5,3.0,6.5,3.5,ZULENIS
4726,2023-12-23,2,plata,pulseras,PV,14,,3.0,7.5,6.0,15.0,9.0,ZULENIS
4727,2023-12-23,3,plata,pulseras,PV,17,,3.0,8.5,9.0,25.5,16.5,ZULENIS
4728,2023-12-23,1,plata,pulseras,PV,20,,4.0,12.5,4.0,12.5,8.5,VOGA
4729,2023-12-23,1,plata,pulseras,PV,25,,6.0,18.5,6.0,18.5,12.5,VOGA
4730,2023-12-23,10,plata,pulseras,PV,32,,2.0,5.5,20.0,55.0,35.0,VOGA
4731,2023-12-23,1,plata,pulseras,PV,58,,6.0,16.5,6.0,16.5,10.5,VOGA
4732,2023-12-24,1,plata,aretes,AR,61,,8.32,22.8,8.32,22.8,14.48,VOGA
4733,2023-12-24,1,plata,aretes,AR,108,,3.6,14.5,3.6,14.5,10.9,SOLEDAD SAENZ
4734,2023-12-24,1,plata,aretes,AR,112,,5.25,16.4,5.25,16.4,11.149999999999999,ANDRES CADAVID
4735,2023-12-24,1,plata,aretes,AR,126,,3.0,15.25,3.0,15.25,12.25,ANDRES CADAVID
4736,2023-12-24,1,plata,aretes,AR,186,,5.5,17.5,5.5,17.5,12.0,ANDRES CADAVID
4737,2023-12-24,1,plata,aretes,AR,291,,9.6,25.8,9.6,25.8,16.200000000000003,LX USA
4738,2023-12-24,1,plata,aretes,AR,434,,3.78,17.8,3.78,17.8,14.020000000000001,ALPHA TRADING
4739,2023-12-24,1,plata,juegos,JP,31,,9.46,29.7,9.46,29.7,20.24,ALPHA TRADING
4740,2023-12-24,1,plata,juegos,JP,178,,10.5,32.8,10.5,32.8,22.299999999999997,SOLEDAD SAENZ
4741,2023-12-24,1,plata,pulseras,PPL,19,,7.68,22.7,7.68,22.7,15.02,SOLEDAD SAENZ
4742,2023-12-24,1,plata,pulseras,PPL,188,,7.75,21.8,7.75,21.8,14.05,SOLEDAD SAENZ
4743,2023-12-24,1,plata,dijes,DP,500,,6.2,17.8,6.2,17.8,11.600000000000001,CIRKON
4744,2023-12-24,1,plata,dijes,DP,557,,6.25,16.9,6.25,16.9,10.649999999999999,SOLEDAD SAENZ
4745,2023-12-24,1,plata,cadenas,CP,137,,11.88,34.8,11.88,34.8,22.919999999999995,FERNANDO JARA
4746,2023-12-24,1,plata,collares,CLP,39,,13.0,34.7,13.0,34.7,21.700000000000003,SOLEDAD SAENZ
4747,2023-12-24,7,plata,pulseras,PV,7,,1.5,4.5,10.5,31.5,21.0,ZULENIS
4748,2023-12-24,1,plata,pulseras,PV,31,,0.7,4.5,0.7,4.5,3.8,OTAVALO CENTRO
4749,2023-12-24,5,plata,pulseras,PV,32,,2.0,5.5,10.0,27.5,17.5,VOGA
4750,2023-12-26,1,plata,anillos,AP,151,T6,4.5,19.25,4.5,19.25,14.75,ANDRES CADAVID
4751,2023-12-26,1,plata,anillos,AP,157,T5,5.0,19.5,5.0,19.5,14.5,CIRKON
4752,2023-12-26,1,plata,anillos,AP,178,T7,5.5,22.8,5.5,22.8,17.3,CIRKON
4753,2023-12-26,1,plata,aretes,AR,49,,7.0,19.75,7.0,19.75,12.75,SOLEDAD SAENZ
4754,2023-12-26,1,plata,aretes,AR,225,,4.2,16.8,4.2,16.8,12.600000000000001,USA
4755,2023-12-26,1,plata,aretes,AR,321,,4.48,15.4,4.48,15.4,10.92,SOLEDAD SAENZ
4756,2023-12-26,1,plata,juegos,JP,159,,7.5,27.8,7.5,27.8,20.3,CIRKON
4757,2023-12-26,2,plata,pulseras,PPL,184,,4.94,19.5,9.88,39.0,29.119999999999997,SOLEDAD SAENZ
4758,2023-12-26,1,plata,pulseras,PV,17,,3.0,8.5,3.0,8.5,5.5,ZULENIS
4759,2023-12-26,2,plata,pulseras,PV,49,,1.5,4.5,3.0,9.0,6.0,VOGA
4760,2023-12-28,1,plata,anillos,AP,77,T5.5,14.0,42.0,14.0,42.0,28.0,CHINA
4761,2023-12-28,1,plata,anillos,AP,191,T6,5.5,19.8,5.5,19.8,14.3,CIRKON
4762,2023-12-28,1,plata,anillos,AP,192,T7,12.96,32.7,12.96,32.7,19.740000000000002,ALINA PAZ
4763,2023-12-28,1,plata,aretes,AR,285,,0.5,3.0,0.5,3.0,2.5,BODY JEWELZ
4764,2023-12-28,1,plata,aretes,AR,305,,12.75,34.75,12.75,34.75,22.0,LX USA
4765,2023-12-28,1,plata,aretes,AR,337,,5.28,16.8,5.28,16.8,11.52,FLAVIO JARA
4766,2023-12-28,1,plata,pulseras,PPL,184,,4.94,19.5,4.94,19.5,14.559999999999999,SOLEDAD SAENZ
4767,2023-12-29,1,plata,anillos,AP,21,T8,10.64,29.6,10.64,29.6,18.96,SOLEDAD SAENZ
4768,2023-12-29,1,plata,anillos,AP,177,T8,6.25,19.5,6.25,19.5,13.25,CIRKON
4769,2023-12-29,1,plata,aretes,AR,6,,10.5,28.9,10.5,28.9,18.4,FLAVIO JARA
4770,2023-12-29,1,plata,aretes,AR,125,,5.5,18.75,5.5,18.75,13.25,ANDRES CADAVID
4771,2023-12-29,1,plata,aretes,AR,173,,8.75,22.7,8.75,22.7,13.95,FLAVIO JARA
4772,2023-12-29,1,plata,juegos,JP,12,,8.5,25.8,8.5,25.8,17.3,SOLEDAD SAENZ
4773,2023-12-29,1,plata,pulseras,PPL,51,,5.4,17.8,5.4,17.8,12.4,SOLEDAD SAENZ
4774,2023-12-29,1,plata,pulseras,PPL,183,,10.5,30.8,10.5,30.8,20.3,ANDRES CADAVID
4775,2023-12-29,1,plata,cadenas,CP,37,,4.32,13.9,4.32,13.9,9.58,SOLEDAD SAENZ
4776,2023-12-30,1,plata,anillos,AP,163,T6.5,7.75,24.5,7.75,24.5,16.75,FLAVIO JARA
4777,2023-12-30,1,plata,anillos,AP,177,T7,6.25,19.5,6.25,19.5,13.25,CIRKON
4778,2023-12-30,1,plata,aretes,AR,49,,7.0,19.75,7.0,19.75,12.75,SOLEDAD SAENZ
4779,2023-12-30,1,plata,aretes,AR,54,,15.6,32.8,15.6,32.8,17.199999999999996,CIRKON
4780,2023-12-30,1,plata,aretes,AR,63,,4.2,14.8,4.2,14.8,10.600000000000001,CIRKON
4781,2023-12-30,1,plata,aretes,AR,104,,2.4,12.75,2.4,12.75,10.35,ALEX CASTRO
4782,2023-12-30,1,plata,aretes,AR,152,,10.08,25.6,10.08,25.6,15.520000000000001,SOLEDAD SAENZ
4783,2023-12-30,1,plata,aretes,AR,186,,5.5,17.5,5.5,17.5,12.0,ANDRES CADAVID
4784,2023-12-30,1,plata,aretes,AR,294,,8.0,19.8,8.0,19.8,11.8,LX USA
4785,2023-12-30,1,plata,cadenas,CP,11,,8.48,21.4,8.48,21.4,12.919999999999998,MIAMI
4786,2023-12-30,1,plata,pulseras,PV,1,,1.5,9.75,1.5,9.75,8.25,IMPORTADORA MALES
4787,2023-12-30,2,plata,pulseras,PV,2,,3.0,6.5,6.0,13.0,7.0,ZULENIS
4788,2023-12-30,2,plata,pulseras,PV,5,,1.5,3.5,3.0,7.0,4.0,ZULENIS
4789,2023-12-30,2,plata,pulseras,PV,15,,3.0,7.5,6.0,15.0,9.0,ZULENIS
4790,2023-12-30,1,plata,pulseras,PV,16,,3.0,8.5,3.0,8.5,5.5,ZULENIS
4791,2023-12-30,1,plata,pulseras,PV,25,,6.0,18.5,6.0,18.5,12.5,VOGA
4792,2023-12-30,2,plata,pulseras,PV,32,,2.0,5.5,4.0,11.0,7.0,VOGA
4793,2023-12-30,2,plata,pulseras,PV,43,,3.0,9.5,6.0,19.0,13.0,VOGA
4794,2024-01-02,1,plata,anillos,AP,151,T6,4.5,19.25,4.5,19.25,14.75,ANDRES CADAVID
4795,2024-01-02,1,plata,anillos,AP,152,T6,5.52,22.4,5.52,22.4,16.88,ANDRES CADAVID
4796,2024-01-02,1,plata,anillos,AP,157,T5,5.0,19.5,5.0,19.5,14.5,CIRKON
4797,2024-01-02,1,plata,anillos,AP,182,T7,6.875,23.4,6.875,23.4,16.525,CIRKON
4798,2024-01-02,1,plata,aretes,AR,132,,4.2,15.6,4.2,15.6,11.399999999999999,CHINA
4799,2024-01-02,1,plata,aretes,AR,325,,3.84,13.8,3.84,13.8,9.96,LX USA
4800,2024-01-02,1,plata,aretes,AR,401,,1.68,9.8,1.68,9.8,8.120000000000001,LX USA
4801,2024-01-02,2,plata,pulseras,PPL,15,,5.46,18.5,10.92,37.0,26.08,SOLEDAD SAENZ
4802,2024-01-02,1,plata,pulseras,PPL,72,,7.2,26.7,7.2,26.7,19.5,ALPHA TRADING
4803,2024-01-02,1,plata,pulseras,PPL,89,,8.14,25.0,8.14,25.0,16.86,SOLEDAD SAENZ
4804,2024-01-02,1,plata,pulseras,PPL,109,,15.6,37.9,15.6,37.9,22.299999999999997,VOGA
4805,2024-01-02,1,plata,pulseras,PV,2,,3.0,6.5,3.0,6.5,3.5,ZULENIS
4806,2024-01-02,1,plata,pulseras,PV,7,,1.5,4.5,1.5,4.5,3.0,ZULENIS
4807,2024-01-02,1,plata,pulseras,PV,9,,2.5,5.5,2.5,5.5,3.0,ZULENIS
4808,2024-01-02,3,plata,pulseras,PV,14,,3.0,7.5,9.0,22.5,13.5,ZULENIS
4809,2024-01-02,1,plata,pulseras,PV,16,,3.0,8.5,3.0,8.5,5.5,ZULENIS
4810,2024-01-02,1,plata,pulseras,PV,31,,0.7,4.5,0.7,4.5,3.8,OTAVALO CENTRO
4811,2024-01-03,1,plata,anillos,AP,180,T7,4.5,18.7,4.5,18.7,14.2,CIRKON
4812,2024-01-03,1,plata,aretes,AR,65,,6.86,24.9,6.86,24.9,18.04,P&K
4813,2024-01-03,1,plata,aretes,AR,84,,6.0,19.95,6.0,19.95,13.95,CIRKON
4814,2024-01-03,1,plata,aretes,AR,94,,7.5,22.8,7.5,22.8,15.3,CIRKON
4815,2024-01-03,1,plata,aretes,AR,164,,7.0,22.7,7.0,22.7,15.7,CIRKON
4816,2024-01-03,1,plata,aretes,AR,234,,1.8,10.8,1.8,10.8,9.0,BODY JEWELZ
4817,2024-01-03,1,plata,aretes,AR,303,,9.0,32.0,9.0,32.0,23.0,LX USA
4818,2024-01-03,1,plata,aretes,AR,437,,7.92,25.8,7.92,25.8,17.880000000000003,ALPHA TRADING
4819,2024-01-03,1,plata,aretes,AR,460,,6.66,20.0,6.66,20.0,13.34,ALEX CASTRO
4820,2024-01-03,1,plata,pulseras,PPL,20,,23.0,65.8,23.0,65.8,42.8,CIRKON
4821,2024-01-03,1,plata,cadenas,CP,61,,6.0,16.5,6.0,16.5,10.5,SOLEDAD SAENZ
4822,2024-01-05,1,plata,anillos,AP,68,T8.5,12.69,29.8,12.69,29.8,17.11,SOLEDAD SAENZ
4823,2024-01-05,1,plata,aretes,AR,91,,3.5,14.6,3.5,14.6,11.1,ANDRES CADAVID
4824,2024-01-05,1,plata,aretes,AR,104,,2.4,12.75,2.4,12.75,10.35,ALEX CASTRO
4825,2024-01-05,2,plata,aretes,AR,257,,4.4,17.6,8.8,35.2,26.400000000000002,MILANUS USA
4826,2024-01-05,1,plata,pulseras,PPL,36,,12.5,30.0,12.5,30.0,17.5,SOLEDAD SAENZ
4827,2024-01-05,1,plata,pulseras,PPL,186,,5.508,18.9,5.508,18.9,13.392,SOLEDAD SAENZ
4828,2024-01-05,1,plata,dijes,DP,64,,10.0,26.8,10.0,26.8,16.8,CIRKON
4829,2024-01-05,1,plata,dijes,DP,267,,5.0,16.5,5.0,16.5,11.5,CIRKON
4830,2024-01-05,1,plata,dijes,DP,546,,6.75,21.7,6.75,21.7,14.95,CIRKON
4831,2024-01-06,1,plata,anillos,AP,8,T3,3.6,15.8,3.6,15.8,12.200000000000001,VOGA
4832,2024-01-06,1,plata,anillos,AP,159,T4,4.5,18.5,4.5,18.5,14.0,CIRKON
4833,2024-01-06,1,plata,aretes,AR,7,,9.84,26.7,9.84,26.7,16.86,FLAVIO JARA
4834,2024-01-06,1,plata,aretes,AR,300,,6.48,19.7,6.48,19.7,13.219999999999999,LX USA
4835,2024-01-06,1,plata,aretes,AR,414,,5.04,17.8,5.04,17.8,12.760000000000002,CIRKON
4836,2024-01-06,1,plata,dijes,DP,128,,1.1,9.5,1.1,9.5,8.4,XAVIER GUILLEN
4837,2024-01-06,1,plata,dijes,DP,351,,9.8,23.5,9.8,23.5,13.7,CIRKON
4838,2024-01-06,1,plata,cadenas,CP,88,,8.03,19.75,8.03,19.75,11.72,VOGA
4839,2024-01-13,1,plata,anillos,AP,174,T8,10.12,32.0,10.12,32.0,21.880000000000003,VOGA
4840,2024-01-13,1,plata,aretes,AR,3,,1.68,9.5,1.68,9.5,7.82,ALPHA TRADING
4841,2024-01-13,1,plata,aretes,AR,44,,2.03,14.8,2.03,14.8,12.770000000000001,ALEX CASTRO
4842,2024-01-13,1,plata,aretes,AR,64,,6.0,18.9,6.0,18.9,12.899999999999999,SOLEDAD SAENZ
4843,2024-01-13,1,plata,pulseras,PPL,66,,5.2,19.7,5.2,19.7,14.5,CIRKON
4844,2024-01-13,1,plata,cadenas,CP,153,,2.96,10.9,2.96,10.9,7.94,ANDRES CADAVID
4845,2024-01-13,1,plata,pulseras,PV,7,,1.5,4.5,1.5,4.5,3.0,ZULENIS
4846,2024-01-13,1,plata,pulseras,PV,18,,3.0,9.5,3.0,9.5,6.5,ZULENIS
4847,2024-01-13,1,plata,pulseras,PV,47,,9.0,22.5,9.0,22.5,13.5,VOGA
4848,2024-01-16,1,plata,aretes,AR,100,,11.1,7.8,11.1,7.8,-3.3,CIRKON
4849,2024-01-16,1,plata,aretes,AR,339,,8.16,21.5,8.16,21.5,13.34,FLAVIO JARA
4850,2024-01-16,1,plata,aretes,AR,410,,8.64,22.7,8.64,22.7,14.059999999999999,CIRKON
4851,2024-01-16,1,plata,dijes,DP,94,,5.95,16.8,5.95,16.8,10.850000000000001,XAVIER GUILLEN
4852,2024-01-16,1,plata,cadenas,CP,119,,3.4,10.9,3.4,10.9,7.5,CIRKON
4853,2024-01-16,1,plata,pulseras,PV,24,,6.0,17.5,6.0,17.5,11.5,VOGA
4854,2024-01-17,1,plata,anillos,AP,154,T6,4.8,21.6,4.8,21.6,16.8,ANDRES CADAVID
4855,2024-01-17,1,plata,aretes,AR,23,,1.75,9.8,1.75,9.8,8.05,SOLEDAD SAENZ
4856,2024-01-17,1,plata,aretes,AR,173,,8.75,22.7,8.75,22.7,13.95,FLAVIO JARA
4857,2024-01-17,1,plata,juegos,JP,162,,6.0,24.8,6.0,24.8,18.8,ANDRES CADAVID
4858,2024-01-17,1,plata,cadenas,CP,42,,2.8,12.75,2.8,12.75,9.95,SOLEDAD SAENZ
4859,2024-01-17,1,plata,pulseras,PV,20,,4.0,12.5,4.0,12.5,8.5,VOGA
4860,2024-01-19,1,plata,aretes,AR,1,,1.2,7.8,1.2,7.8,6.6,SOLEDAD SAENZ
4861,2024-01-19,1,plata,aretes,AR,3,,1.68,9.5,1.68,9.5,7.82,ALPHA TRADING
4862,2024-01-19,1,plata,aretes,AR,19,,2.52,10.75,2.52,10.75,8.23,LX USA
4863,2024-01-19,1,plata,aretes,AR,88,,3.3,13.5,3.3,13.5,10.2,ALPHA TRADING
4864,2024-01-19,2,plata,aretes,AR,173,,8.75,22.7,17.5,45.4,27.9,FLAVIO JARA
4865,2024-01-19,2,plata,aretes,AR,177,,1.2,4.5,2.4,9.0,6.6,P&K
4866,2024-01-19,1,plata,pulseras,PPL,20,,23.0,65.8,23.0,65.8,42.8,CIRKON
4867,2024-01-19,1,plata,dijes,DP,50,,5.0,14.9,5.0,14.9,9.9,CIRKON
4868,2024-01-19,1,plata,dijes,DP,442,,3.6,15.4,3.6,15.4,11.8,CIRKON
4869,2024-01-19,1,plata,dijes,DP,484,,6.25,19.7,6.25,19.7,13.45,SOLEDAD SAENZ
4870,2024-01-19,1,plata,dijes,DP,486,,9.25,26.5,9.25,26.5,17.25,SOLEDAD SAENZ
4871,2024-01-19,1,plata,dijes,DP,574,,5.5,23.6,5.5,23.6,18.1,SOLEDAD SAENZ
4872,2024-01-19,1,plata,cadenas,CP,39,,4.0,12.7,4.0,12.7,8.7,SOLEDAD SAENZ
4873,2024-01-19,1,plata,cadenas,CP,153,,2.96,10.9,2.96,10.9,7.94,ANDRES CADAVID
4874,2024-01-19,1,plata,pulseras,PV,4,,3.0,2.5,3.0,2.5,-0.5,ZULENIS
4875,2024-01-19,1,plata,pulseras,PV,7,,1.5,4.5,1.5,4.5,3.0,ZULENIS
4876,2024-01-19,1,plata,pulseras,PV,47,,9.0,22.5,9.0,22.5,13.5,VOGA
4877,2024-01-22,1,plata,aretes,AR,105,,2.34,14.25,2.34,14.25,11.91,ALEX CASTRO
4878,2024-01-22,1,plata,aretes,AR,122,,5.25,15.7,5.25,15.7,10.45,LX USA
4879,2024-01-22,1,plata,aretes,AR,531,,10.32,27.9,10.32,27.9,17.58,FLAVIO JARA
4880,2024-01-22,1,plata,pulseras,PPL,7,,7.02,24.6,7.02,24.6,17.580000000000002,SOLEDAD SAENZ
4881,2024-01-22,1,plata,pulseras,PV,58,,6.0,16.5,6.0,16.5,10.5,VOGA
4882,2024-01-23,1,plata,anillos,AP,21,T7,10.64,29.6,10.64,29.6,18.96,SOLEDAD SAENZ
4883,2024-01-23,1,plata,aretes,AR,86,,5.06,16.7,5.06,16.7,11.64,ALPHA TRADING
4884,2024-01-23,1,plata,aretes,AR,91,,3.5,14.6,3.5,14.6,11.1,ANDRES CADAVID
4885,2024-01-23,1,plata,aretes,AR,439,,5.58,24.5,5.58,24.5,18.92,ALPHA TRADING
4886,2024-01-23,1,plata,juegos,JP,28,,10.32,28.75,10.32,28.75,18.43,ALPHA TRADING
4887,2024-01-23,1,plata,juegos,JP,63,,12.04,34.8,12.04,34.8,22.759999999999998,LX USA
4888,2024-01-23,1,plata,juegos,JP,158,,7.5,27.6,7.5,27.6,20.1,CIRKON
4889,2024-01-23,3,plata,pulseras,PPL,8,,10.83,27.4,32.49,82.19999999999999,49.70999999999999,SOLEDAD SAENZ
4890,2024-01-23,1,plata,cadenas,CP,37,,4.32,13.9,4.32,13.9,9.58,SOLEDAD SAENZ
4891,2024-01-23,1,plata,cadenas,CP,91,,7.8,20.8,7.8,20.8,13.0,VOGA
4892,2024-01-23,1,plata,collares,CLP,45,,14.88,38.9,14.88,38.9,24.019999999999996,SOLEDAD SAENZ
4893,2024-01-23,1,plata,pulseras,PV,5,,1.5,3.5,1.5,3.5,2.0,ZULENIS
4894,2024-01-23,1,plata,pulseras,PV,15,,3.0,7.5,3.0,7.5,4.5,ZULENIS
4895,2024-01-23,2,plata,pulseras,PV,26,,4.0,12.5,8.0,25.0,17.0,VOGA
4896,2024-01-26,1,plata,anillos,AP,183,T6,5.5,21.4,5.5,21.4,15.899999999999999,CIRKON
4897,2024-01-26,1,plata,anillos,AP,191,T6,5.5,19.8,5.5,19.8,14.3,CIRKON
4898,2024-01-26,1,plata,aretes,AR,161,,3.6,14.5,3.6,14.5,10.9,CIRKON
4899,2024-01-26,1,plata,aretes,AR,318,,3.08,14.9,3.08,14.9,11.82,LX USA
4900,2024-01-26,1,plata,aretes,AR,459,,9.6,26.8,9.6,26.8,17.200000000000003,SOLEDAD SAENZ
4901,2024-01-26,1,plata,aretes,AR,511,,4.08,14.5,4.08,14.5,10.42,SOLEDAD SAENZ
4902,2024-01-26,1,plata,dijes,DP,78,,7.92,22.7,7.92,22.7,14.78,XAVIER GUILLEN
4903,2024-01-26,1,plata,pulseras,PV,5,,1.5,3.5,1.5,3.5,2.0,ZULENIS
4904,2024-01-27,1,plata,aretes,AR,64,,6.0,18.9,6.0,18.9,12.899999999999999,SOLEDAD SAENZ
4905,2024-01-27,1,plata,aretes,AR,91,,3.5,14.6,3.5,14.6,11.1,ANDRES CADAVID
4906,2024-01-27,1,plata,aretes,AR,189,,12.6,24.9,12.6,24.9,12.299999999999999,ANDRES CADAVID
4907,2024-01-27,1,plata,aretes,AR,193,,8.75,24.7,8.75,24.7,15.95,USA
4908,2024-01-27,1,plata,aretes,AR,205,,7.725,17.5,7.725,17.5,9.775,USA
4909,2024-01-27,1,plata,aretes,AR,368,,8.4,22.8,8.4,22.8,14.4,CIRKON
4910,2024-01-27,1,plata,aretes,AR,378,,5.75,15.9,5.75,15.9,10.15,CIRKON
4911,2024-01-27,1,plata,juegos,JP,169,,14.4,35.8,14.4,35.8,21.4,ANDRES CADAVID
4912,2024-01-27,1,plata,dijes,DP,107,,4.2,14.9,4.2,14.9,10.7,CIRKON
4913,2024-01-27,1,plata,cadenas,CP,78,,4.84,15.9,4.84,15.9,11.06,VOGA
4914,2024-01-27,2,plata,cadenas,CP,133,,2.6,9.8,5.2,19.6,14.400000000000002,CIRKON
4915,2024-01-27,1,plata,pulseras,PV,12,,3.0,6.5,3.0,6.5,3.5,ZULENIS
4916,2024-01-31,1,plata,aretes,AR,306,,10.26,26.5,10.26,26.5,16.240000000000002,LX USA
4917,2024-01-31,1,plata,cadenas,CP,7,,8.325,24.9,8.325,24.9,16.575,SOLEDAD SAENZ
4918,2024-01-31,1,plata,collares,CLP,86,,7.8,26.9,7.8,26.9,19.099999999999998,SOLEDAD SAENZ
4919,2024-01-31,1,plata,pulseras,PV,4,,3.0,2.5,3.0,2.5,-0.5,ZULENIS
4920,2024-01-31,2,plata,pulseras,PV,5,,1.5,3.5,3.0,7.0,4.0,ZULENIS
4921,2024-01-31,1,plata,pulseras,PV,49,,1.5,4.5,1.5,4.5,3.0,VOGA
4922,2024-02-01,1,plata,anillos,AP,187,T7,7.5,25.7,7.5,25.7,18.2,CIRKON
4923,2024-02-01,1,plata,pulseras,PPL,173,,9.45,27.8,9.45,27.8,18.35,ANDRES CADAVID
4924,2024-02-01,1,plata,cadenas,CP,153,,2.96,10.9,2.96,10.9,7.94,ANDRES CADAVID
4925,2024-02-01,1,plata,pulseras,PV,2,,3.0,6.5,3.0,6.5,3.5,ZULENIS
4926,2024-02-07,1,plata,anillos,AP,181,T7,7.425,24.3,7.425,24.3,16.875,CIRKON
4927,2024-02-07,1,plata,aretes,AR,14,,4.9,14.25,4.9,14.25,9.35,LX USA
4928,2024-02-07,1,plata,aretes,AR,88,,3.3,13.5,3.3,13.5,10.2,ALPHA TRADING
4929,2024-02-07,1,plata,cadenas,CP,42,,2.8,12.75,2.8,12.75,9.95,SOLEDAD SAENZ
4930,2024-02-08,1,plata,aretes,AR,249,,6.4,20.75,6.4,20.75,14.35,MILANUS USA
4931,2024-02-08,1,plata,aretes,AR,383,,3.0,10.7,3.0,10.7,7.699999999999999,ALEX CASTRO
4932,2024-02-09,1,plata,anillos,AP,170,T6,6.0,27.8,6.0,27.8,21.8,VOGA
4933,2024-02-09,1,plata,anillos,AP,181,T6,7.425,24.3,7.425,24.3,16.875,CIRKON
4934,2024-02-09,1,plata,pulseras,PPL,16,,3.96,17.9,3.96,17.9,13.939999999999998,ALPHA TRADING
4935,2024-02-09,1,plata,pulseras,PV,15,,3.0,7.5,3.0,7.5,4.5,ZULENIS
4936,2024-02-09,6,plata,pulseras,PV,32,,2.0,5.5,12.0,33.0,21.0,VOGA
4937,2024-02-09,1,plata,pulseras,PV,43,,3.0,9.5,3.0,9.5,6.5,VOGA
4938,2024-02-16,1,plata,anillos,AP,151,T6,4.5,19.25,4.5,19.25,14.75,ANDRES CADAVID
4939,2024-02-16,1,plata,anillos,AP,172,T6,7.5,28.7,7.5,28.7,21.2,VOGA
4940,2024-02-16,1,plata,aretes,AR,3,,1.68,9.5,1.68,9.5,7.82,ALPHA TRADING
4941,2024-02-16,1,plata,aretes,AR,64,,6.0,18.9,6.0,18.9,12.899999999999999,SOLEDAD SAENZ
4942,2024-02-16,1,plata,aretes,AR,158,,6.16,19.8,6.16,19.8,13.64,CIRKON
4943,2024-02-16,1,plata,aretes,AR,175,,1.0,3.0,1.0,3.0,2.0,P&K
4944,2024-02-16,1,plata,aretes,AR,234,,1.8,10.8,1.8,10.8,9.0,BODY JEWELZ
4945,2024-02-16,1,plata,aretes,AR,497,,2.0,5.0,2.0,5.0,3.0,P&K
4946,2024-02-16,1,plata,cadenas,CP,36,,5.28,14.7,5.28,14.7,9.419999999999998,SOLEDAD SAENZ
4947,2024-02-16,1,plata,pulseras,PV,2,,3.0,6.5,3.0,6.5,3.5,ZULENIS
4948,2024-02-16,1,plata,pulseras,PV,7,,1.5,4.5,1.5,4.5,3.0,ZULENIS
4949,2024-02-16,1,plata,pulseras,PV,9,,2.5,5.5,2.5,5.5,3.0,ZULENIS
4950,2024-02-16,2,plata,pulseras,PV,14,,3.0,7.5,6.0,15.0,9.0,ZULENIS
4951,2024-02-16,1,plata,pulseras,PV,19,,3.5,10.5,3.5,10.5,7.0,VOGA
4952,2024-02-16,2,plata,pulseras,PV,20,,4.0,12.5,8.0,25.0,17.0,VOGA
4953,2024-02-16,2,plata,pulseras,PV,32,,2.0,5.5,4.0,11.0,7.0,VOGA
4954,2024-02-19,1,plata,aretes,AR,21,,2.5,12.4,2.5,12.4,9.9,SOLEDAD SAENZ
4955,2024-02-19,1,plata,aretes,AR,49,,7.0,19.75,7.0,19.75,12.75,SOLEDAD SAENZ
4956,2024-02-19,1,plata,aretes,AR,71,,6.5,22.7,6.5,22.7,16.2,SOLEDAD SAENZ
4957,2024-02-19,3,plata,aretes,AR,285,,0.5,3.0,1.5,9.0,7.5,BODY JEWELZ
4958,2024-02-19,1,plata,aretes,AR,309,,3.0,14.6,3.0,14.6,11.6,LX USA
4959,2024-02-19,1,plata,aretes,AR,440,,5.4,22.8,5.4,22.8,17.4,ALPHA TRADING
4960,2024-02-19,2,plata,dijes,DP,1,,4.2,14.5,8.4,29.0,20.6,XAVIER GUILLEN
4961,2024-02-19,1,plata,dijes,DP,536,,4.4,15.4,4.4,15.4,11.0,SOLEDAD SAENZ
4962,2024-02-19,1,plata,dijes,DP,578,,5.5,19.8,5.5,19.8,14.3,SOLEDAD SAENZ
4963,2024-02-19,1,plata,cadenas,CP,118,,3.4,14.7,3.4,14.7,11.299999999999999,FERNANDO JARA
4964,2024-02-19,1,plata,cadenas,CP,151,,3.2,9.8,3.2,9.8,6.6000000000000005,CIRKON
4965,2024-02-19,1,plata,collares,CLP,84,,20.0,54.0,20.0,54.0,34.0,SOLEDAD SAENZ
4966,2024-02-19,1,plata,pulseras,PV,32,,2.0,5.5,2.0,5.5,3.5,VOGA
4967,2024-02-24,1,plata,aretes,AR,126,,3.0,15.25,3.0,15.25,12.25,ANDRES CADAVID
4968,2024-02-24,1,plata,aretes,AR,224,,6.625,22.7,6.625,22.7,16.075,USA
4969,2024-02-24,1,plata,aretes,AR,519,,9.62,26.5,9.62,26.5,16.880000000000003,SOLEDAD SAENZ
4970,2024-02-24,1,plata,juegos,JP,33,,9.0,27.5,9.0,27.5,18.5,ALPHA TRADING
